eid,title,authors,year,journal,doi,citations,abstract,link
2-s2.0-105006881113,Examining the impact of bias mitigation algorithms on the sustainability of ML-enabled systems: A benchmark study,De Martino V.,2025,Journal of Systems and Software,10.1016/j.jss.2025.112458,0,,https://api.elsevier.com/content/abstract/scopus_id/105006881113
2-s2.0-85218673111,Competence required while caring for people living with mental illness in the ambulance care setting: a Delphi study,Holmberg M.,2025,Discover Mental Health,10.1007/s44192-025-00140-6,0,,https://api.elsevier.com/content/abstract/scopus_id/85218673111
2-s2.0-85218358917,Patient safety culture through the lenses of surgical patients: a qualitative study,Vikan M.,2025,BMC Health Services Research,10.1186/s12913-025-12366-9,0,,https://api.elsevier.com/content/abstract/scopus_id/85218358917
2-s2.0-85218244513,Instruments for assessing patient-reported experience measures among patients with diabetes mellitus: a scoping review,Tint S.S.,2025,Journal of Patient Reported Outcomes,10.1186/s41687-025-00848-7,0,,https://api.elsevier.com/content/abstract/scopus_id/85218244513
2-s2.0-85209093319,Barriers and facilitators for using administrative data for surveillance purpose: a narrative overview,Boulanger V.,2025,Journal of Hospital Infection,10.1016/j.jhin.2024.09.027,0,,https://api.elsevier.com/content/abstract/scopus_id/85209093319
2-s2.0-85216399533,Explanatory capacity of measures of community context for paediatric injury hospitalisations in the USA,Puls H.T.,2025,Injury Prevention,10.1136/ip-2024-045423,0,,https://api.elsevier.com/content/abstract/scopus_id/85216399533
2-s2.0-85217696646,Impact of Rosa damascena extract on improving menopausal symptoms: A randomized clinical trial,Gholinezhad Z.,2025,Advances in Integrative Medicine,10.1016/j.aimed.2025.01.007,0,,https://api.elsevier.com/content/abstract/scopus_id/85217696646
2-s2.0-85214555969,Patient safety indicators for virtual consultations in primary care: A systematic review protocol,Lunova T.,2025,Plos One,10.1371/journal.pone.0313639,0,,https://api.elsevier.com/content/abstract/scopus_id/85214555969
2-s2.0-85215097456,"Temporal changes in hospital readmissions for postpartum hypertension in the US, 2010 to 2019; a serial cross-sectional analysis",Deshpande A.,2025,Plos One,10.1371/journal.pone.0316944,0,,https://api.elsevier.com/content/abstract/scopus_id/85215097456
2-s2.0-85209237489,Trends in health care expenditures and incremental health care cost in adults with atrial fibrillation in the United States,Serpa F.,2025,Heart Rhythm O2,10.1016/j.hroo.2024.10.003,0,,https://api.elsevier.com/content/abstract/scopus_id/85209237489
2-s2.0-85099509821,Human factors in home healthcare: Challenges and recommendations,Sheppy B.,2020,British Journal of Health Care Management,10.12968/bjhc.2020.0152,0,,https://api.elsevier.com/content/abstract/scopus_id/85099509821
2-s2.0-85092654399,Clinical Inertia in Type 2 Diabetes Treatment and Its Systematic Prevention Approach,Li D.,2020,Chinese General Practice,10.12114/j.issn.1007-9572.2020.00.051,0,,https://api.elsevier.com/content/abstract/scopus_id/85092654399
2-s2.0-85175472891,Cost-effectiveness of endovascular treatment versus best medical management in basilar artery occlusion stroke: A U.S. healthcare perspective,Mehrens D.,2024,European Stroke Journal,10.1177/23969873231209616,0,,https://api.elsevier.com/content/abstract/scopus_id/85175472891
2-s2.0-85184816469,"Hospital Utilization for Coronary Artery Disease, 1997-2014",Shakya S.,2024,Journal of Cardiovascular Nursing,10.1097/JCN.0000000000000965,0,,https://api.elsevier.com/content/abstract/scopus_id/85184816469
2-s2.0-85189945279,The relationship between self-reported poor mental health and complete tooth loss among the US adult population in 2019,Powell T.,2024,Frontiers in Oral Health,10.3389/froh.2024.1363982,0,,https://api.elsevier.com/content/abstract/scopus_id/85189945279
2-s2.0-85195296372,Implementation of a program for treatment of acute infections in nursing homes without hospital transfer,Kagansky N.,2024,Frontiers in Medicine,10.3389/fmed.2024.1333523,0,,https://api.elsevier.com/content/abstract/scopus_id/85195296372
2-s2.0-85206893983,Medication Self-Management for Home Care Users Receiving Multidose Drug Dispensing: Qualitative Interview Study,Josendal A.V.,2024,Jmir Aging,10.2196/57651,0,,https://api.elsevier.com/content/abstract/scopus_id/85206893983
2-s2.0-85203842389,Conformal Validity Guarantees Exist for Any Data Distribution (and How to Find Them),Prinster D.,2024,Proceedings of Machine Learning Research,,0,,https://api.elsevier.com/content/abstract/scopus_id/85203842389
2-s2.0-85188497601,Evidence of validity of the Smoking Cessation Counseling scale-Brazilian version,Zambardi Porreca J.M.R.,2024,Revista Latino Americana De Enfermagem,10.1590/1518-8345.6587.4125,0,,https://api.elsevier.com/content/abstract/scopus_id/85188497601
2-s2.0-85219086841,Predicting Health Care Facility Stay Duration: A Machine Learning Approach,Kleitou G.,2024,2024 2nd International Conference on Computing and Data Analytics Iccda 2024 Proceedings,10.1109/ICCDA64887.2024.10867387,0,,https://api.elsevier.com/content/abstract/scopus_id/85219086841
2-s2.0-84902763754,"Drugs derived from biotechnology, the future starts now",Machado-Alba J.,2014,Anales De La Real Academia Nacional De Farmacia,,0,,https://api.elsevier.com/content/abstract/scopus_id/84902763754
2-s2.0-85165303818,Revision Total Knee Arthroplasty for Ballistic Component Damage From an Intra-articular Missile,Palosaari A.A.,2023,Arthroplasty Today,10.1016/j.artd.2023.101172,0,,https://api.elsevier.com/content/abstract/scopus_id/85165303818
2-s2.0-85162259451,Role of vitamins in the metabolic syndrome,Singh D.,2023,Metabolic Syndrome Dietary Supplements and Food Ingredients,,0,,https://api.elsevier.com/content/abstract/scopus_id/85162259451
2-s2.0-85176847577,Campfire Lessons for Leaders: How Uncovering Our Past Can Propel Us Forward,Martignetti T.,2023,Campfire Lessons for Leaders how Uncovering Our Past can Propel Us Forward,10.4324/9781003364818,0,,https://api.elsevier.com/content/abstract/scopus_id/85176847577
2-s2.0-85166139854,"THE ROLE OF COMMUNITY- BASED PARTICIPATORY RESEARCH, CIVIC ENGAGEMENT, AND SERVICE LEARNING IN REDUCING HEALTH DISPARITIES: An Experience Using Community Health Theaters",Pinzon-Perez H.,2023,Promoting Health and Wellness in Underserved Communities Multidisciplinary Perspectives Through Service Learning,10.4324/9781003446538-9,0,,https://api.elsevier.com/content/abstract/scopus_id/85166139854
2-s2.0-85147993462,Analysis of the legal framework on food supplements for menopause in Spanish community pharmacies,Rubio Rubio F.I.,2023,Gaceta Sanitaria,10.1016/j.gaceta.2023.102290,0,,https://api.elsevier.com/content/abstract/scopus_id/85147993462
2-s2.0-85158092836,INOVSAFECARE Tools for the Training of Practitioners,Yurrebaso A.,2023,Lecture Notes in Educational Technology,10.1007/978-981-99-0942-1_23,0,,https://api.elsevier.com/content/abstract/scopus_id/85158092836
2-s2.0-85148306919,Protocol: Implementation and evaluation of an adolescent-mediated intervention to improve glycemic control and diabetes self-management among Samoan adults,Hawley N.L.,2023,Plos One,10.1371/journal.pone.0279084,0,,https://api.elsevier.com/content/abstract/scopus_id/85148306919
2-s2.0-85148069246,Clinical effectiveness of telepharmacy services in patients with non-communicable diseases in ambulatory care settings,Sugita H.,2023,Cochrane Database of Systematic Reviews,10.1002/14651858.CD015136,0,,https://api.elsevier.com/content/abstract/scopus_id/85148069246
2-s2.0-85158877953,The failed rotator cuff: Diagnosis and management-rotator cuff anatomy/blood supply,Belk J.W.,2021,Failed Rotator Cuff Diagnosis and Management,10.1007/978-3-030-79481-1_1,0,,https://api.elsevier.com/content/abstract/scopus_id/85158877953
2-s2.0-85194166430,Subgroups of High-Cost Patients and Their Preventable Inpatient Cost in Rural China,Lu S.,2024,International Journal of Health Policy and Management,10.34172/ijhpm.2024.8151,0,,https://api.elsevier.com/content/abstract/scopus_id/85194166430
2-s2.0-85192312920,The Effect of Neurodevelopmental Disorders on the Prognosis of Children Undergoing Heart Transplantation: A Retrospective Analysis of the National Inpatient Sample 2011–2019,Ergui I.,2024,Heart Surgery Forum,10.59958/hsf.7289,0,,https://api.elsevier.com/content/abstract/scopus_id/85192312920
2-s2.0-85212790516,Factors Associated with Potentially Preventable Hospitalizations for COPD Patients: A Qualitative Analysis of Patient Perspectives,Ding L.,2024,International Journal of Copd,10.2147/COPD.S489520,0,,https://api.elsevier.com/content/abstract/scopus_id/85212790516
2-s2.0-85158943315,Neuropsychopharmacotherapy: Emergency Psychiatry,Messer T.,2022,Neuropsychopharmacotherapy,10.1007/978-3-030-62059-2_258,0,,https://api.elsevier.com/content/abstract/scopus_id/85158943315
2-s2.0-85216401727,Disorders of Coagulation: Hemorrhage,Chaturvedi S.,2022,Rutherford S Vascular Surgery and Endovascular Therapy Tenth Edition Volume 1 2,10.1016/B978-0-323-77557-1.00039-4,0,,https://api.elsevier.com/content/abstract/scopus_id/85216401727
2-s2.0-85132341222,Home Medicines Review and frailty among community-dwelling older women,Thiruchelvam K.,2021,International Journal of Pharmacy Practice,10.1093/ijpp/riab054,0,,https://api.elsevier.com/content/abstract/scopus_id/85132341222
2-s2.0-84973172363,Nursing health assessment: A best practice approach: Second edition,Jensen S.,2014,Nursing Health Assessment A Best Practice Approach Second Edition,,0,,https://api.elsevier.com/content/abstract/scopus_id/84973172363
2-s2.0-84956761246,A new era for safety measurement,Jones S.,2013,Handbook of Research on Patient Safety and Quality Care Through Health Informatics,10.4018/978-1-4666-4546-2.ch005,0,,https://api.elsevier.com/content/abstract/scopus_id/84956761246
2-s2.0-84973900772,"The role of professional, governmental, and regulatory organizations in infection prevention and control",Soule B.M.,2013,Bennett Brachman S Hospital Infections Sixth Edition,,0,,https://api.elsevier.com/content/abstract/scopus_id/84973900772
2-s2.0-85090942363,Compounded topical pain creams,Schwinn D.A.,2020,Compounded Topical Pain Creams,10.17226/25689,0,,https://api.elsevier.com/content/abstract/scopus_id/85090942363
2-s2.0-85173432153,Intermittent Inhaled Corticosteroids: New Management Strategies for Patients with Mild Asthma,Pugliese N.M.,2021,Connecticut Medicine,,0,,https://api.elsevier.com/content/abstract/scopus_id/85173432153
2-s2.0-85096499305,E-cigarettes background and essential information for providers,Feeney S.,2020,Clinical Journal of Oncology Nursing,10.1188/20.CJON.694-698,0,,https://api.elsevier.com/content/abstract/scopus_id/85096499305
2-s2.0-85169404002,CARE SYSTEMS COVID-19 IMPACT ASSESSMENT: LESSONS LEARNED AND COMPELLING NEEDS,Balser J.,2023,Emerging Stronger from Covid 19 Priorities for Health System Transformation,10.17226/26657.3,0,,https://api.elsevier.com/content/abstract/scopus_id/85169404002
2-s2.0-85116755421,"Strategies for Introductory Health Literacy Education Using Fundamental, Case-based, and Simulated Learning Experiences in Undergraduate Health Education",Crossman J.M.,2021,American Journal of Health Education,10.1080/19325037.2021.1972878,0,,https://api.elsevier.com/content/abstract/scopus_id/85116755421
2-s2.0-85166583452,A Qualitative Study on Trainees’ Perspective on the Benefits of Maternal and Child Health Pipeline Training Programs,Portee C.,2023,Maternal and Child Health Journal,10.1007/s10995-023-03726-0,0,,https://api.elsevier.com/content/abstract/scopus_id/85166583452
2-s2.0-85175588173,Patient safety in the care of trauma patients,Perez J.M.,2023,Acute Care Surgery and Trauma Evidence Based Practice Third Edition,10.1201/9781003316800-1,0,,https://api.elsevier.com/content/abstract/scopus_id/85175588173
2-s2.0-85177050586,Baduanjin exercise for chronic non-specific low back pain: Protocol for a series of N-of-1 trials,Zhai J.,2023,BMJ Open,10.1136/bmjopen-2022-070703,0,,https://api.elsevier.com/content/abstract/scopus_id/85177050586
2-s2.0-85178019390,Sociodemographic Variations in Women's Reports of Discussions With Clinicians About Breast Density,Kressin N.R.,2023,JAMA Network Open,10.1001/jamanetworkopen.2023.44850,0,,https://api.elsevier.com/content/abstract/scopus_id/85178019390
2-s2.0-85174484938,"Racial and Ethnic Disparities in Delivery In-Hospital Mortality or Maternal End-Organ Injury: A Multistate Analysis, 2007-2020",White R.S.,2023,Journal of Women S Health,10.1089/jwh.2023.0245,0,,https://api.elsevier.com/content/abstract/scopus_id/85174484938
2-s2.0-85123270670,Physical activity and healthy aging,Buchner D.M.,2012,Physical Activity and Public Health Practice,,0,,https://api.elsevier.com/content/abstract/scopus_id/85123270670
2-s2.0-85101378152,Therapeutic approach to acute otitis media in primary care in an urban area. Delayed antibiotic prescription evaluation,García Ventura M.,2022,Anales De Pediatria,10.1016/j.anpedi.2021.01.007,0,,https://api.elsevier.com/content/abstract/scopus_id/85101378152
2-s2.0-85188717319,Exploring the Use of Persuasive System Design Principles to Enhance Medication Incident Reporting and Learning Systems: Scoping Reviews and Persuasive Design Assessment,Oyibo K.,2024,Jmir Human Factors,10.2196/41557,0,,https://api.elsevier.com/content/abstract/scopus_id/85188717319
2-s2.0-85207860147,Emergency Medicine and the Person-Centered Approach to the Older Adult,Tyler K.,2024,Geriatric Medicine A Person Centered Evidence Based Approach Fifth Edition,10.1007/978-3-030-74720-6_118,0,,https://api.elsevier.com/content/abstract/scopus_id/85207860147
2-s2.0-85183444263,Correlation of Positive Psychological Health among US Adults (Aged ≥ 50 Years) with Pain and Documented Opioid Treatment,Axon D.R.,2024,Behavioral Sciences,10.3390/bs14010027,0,,https://api.elsevier.com/content/abstract/scopus_id/85183444263
2-s2.0-85204867544,"Detecting and Reporting Errors, Complications, and Adverse Events",Hechi M.E.,2024,Principles of Perioperative Safety and Efficiency,10.1007/978-3-031-41089-5_12,0,,https://api.elsevier.com/content/abstract/scopus_id/85204867544
2-s2.0-85147186588,The impact of the Coronavirus disease 2019 on hospitalizations for coronary artery revascularization: results from California State Inpatient Database,Rubens M.,2023,Coronary Artery Disease,10.1097/MCA.0000000000001218,0,,https://api.elsevier.com/content/abstract/scopus_id/85147186588
2-s2.0-85186741040,Clinical characteristics in patients treated at an emergency psychiatry unit in a general hospital in Peru.,Podestá A.,2023,Anales De La Facultad De Medicina,10.15381/anales.v84i4.26196,0,,https://api.elsevier.com/content/abstract/scopus_id/85186741040
2-s2.0-85171900838,Incidence of Hospital-Acquired Conditions During Pediatric Clinical Research Inpatient Hospitalizations: A Matched Cohort Study,Milliren C.E.,2023,Journal of Patient Safety,10.1097/PTS.0000000000001159,0,,https://api.elsevier.com/content/abstract/scopus_id/85171900838
2-s2.0-85164735643,Competencies for the Women's Health and Perinatal Clinical Nurse Specialist (2nd ed.),,2023,Nursing for Women S Health,10.1016/j.nwh.2023.04.004,0,,https://api.elsevier.com/content/abstract/scopus_id/85164735643
